gamePk,date,season,homeAbbr,awayAbbr,homeStarterId,awayStarterId,home_starter_era_pre_game,away_starter_era_pre_game,home_starter_fip_pre_game,away_starter_fip_pre_game,home_starter_k_pct_pre_game,away_starter_k_pct_pre_game,home_starter_bb_pct_pre_game,away_starter_bb_pct_pre_game,home_starter_k_minus_bb_pre_game,away_starter_k_minus_bb_pre_game,home_starter_whip_pre_game,away_starter_whip_pre_game,home_starter_hr_per_9_pre_game,away_starter_hr_per_9_pre_game,home_starter_days_rest,away_starter_days_rest,home_starter_hand,away_starter_hand,starter_era_diff,starter_fip_diff,starter_k_minus_bb_diff,starter_whip_diff,starter_hr_per_9_diff,starter_rest_diff,home_starter_missing,away_starter_missing
287914,2011-06-14,2011,ATL,NYM,457453.0,477003.0,4.64,4.2,4.308882521489972,4.219193857965451,0.172,0.19220779220779222,0.084,0.08051948051948052,0.08799999999999998,0.1116883116883117,1.39,1.46,1.005730659025788,1.0364683301343571,5.0,5.0,R,L,0.4399999999999995,0.08968866352452043,-0.023688311688311717,-0.07000000000000006,-0.030737671108569176,0.0,0,0
287915,2011-06-14,2011,HOU,PIT,502032.0,444371.0,4.92,4.92,4.286767895878525,4.936413043478261,0.23133235724743778,0.13714285714285715,0.11273792093704246,0.05142857142857143,0.11859443631039532,0.08571428571428572,1.48,1.41,1.0542299349240782,1.5407608695652173,6.0,5.0,R,R,0.0,-0.6496451475997356,0.0328801505961096,0.07000000000000006,-0.48653093464113906,1.0,0,0
287916,2011-06-14,2011,COL,SDP,504379.0,453281.0,,4.25,,4.919178082191781,,0.176,,0.0816,,0.09439999999999998,,1.42,,1.4794520547945205,5.0,51.0,R,L,,,,,,-46.0,1,0
287917,2011-06-14,2011,ARI,SFG,518567.0,430912.0,,3.14,,3.768656716417911,,0.19754464285714285,,0.06808035714285714,,0.1294642857142857,,1.08,,0.8865671641791044,5.0,6.0,R,R,,,,,,-1.0,1,0
287918,2011-06-14,2011,WSN,STL,493337.0,448802.0,5.88,2.7,5.276923076923078,3.5306122448979593,0.1016949152542373,0.18992805755395684,0.09322033898305085,0.0920863309352518,0.008474576271186446,0.09784172661870504,1.58,1.32,1.0384615384615385,0.4959183673469387,6.0,6.0,R,L,3.1799999999999997,1.7463108320251184,-0.08936715034751859,0.26,0.5425431711145998,0.0,0,0
287919,2011-06-14,2011,NYY,TEX,282332.0,468396.0,3.18,1.3,3.658625525946704,3.176,0.20309278350515464,0.22807017543859648,0.07628865979381444,0.0935672514619883,0.1268041237113402,0.13450292397660818,1.19,1.13,0.7573632538569425,0.43200000000000005,5.0,6.0,L,R,1.8800000000000001,0.48262552594670405,-0.00769880026526798,0.06000000000000005,0.3253632538569424,-1.0,0,0
287100,2011-06-15,2011,PHI,MIA,452718.0,534631.0,4.73,,5.004428044280443,,0.10894941634241245,,0.06355382619974059,,0.04539559014267186,,1.37,,1.2952029520295203,,6.0,,R,R,,,,,,,0,1
287920,2011-06-15,2011,SEA,ANA,407853.0,429722.0,,3.92,,4.403592814371258,,0.17714884696016772,,0.07651991614255765,,0.10062893081761007,,1.32,,1.0913173652694612,5.0,5.0,L,R,,,,,,0.0,1,0
287921,2011-06-15,2011,TOR,BAL,460069.0,453562.0,3.73,4.66,3.757142857142857,4.884385382059801,0.19727891156462585,0.11581291759465479,0.09297052154195011,0.10690423162583519,0.10430839002267574,0.008908685968819594,1.29,1.53,0.6428571428571429,0.8073089700996678,6.0,5.0,L,R,-0.9300000000000002,-1.1272425249169435,0.09539970405385614,-0.24,-0.16445182724252494,1.0,0,0
287922,2011-06-15,2011,TBR,BOS,476451.0,277417.0,3.47,5.78,3.998165137614679,4.664751958224543,0.2214765100671141,0.20103986135181975,0.053691275167785234,0.0779896013864818,0.16778523489932887,0.12305025996533796,1.1,1.54,1.238532110091743,1.4099216710182767,5.0,6.0,R,R,-2.31,-0.6665868206098642,0.04473497493399091,-0.43999999999999995,-0.17138956092653368,-1.0,0,0
287923,2011-06-15,2011,MIN,CHW,134321.0,425856.0,3.75,4.08,4.136651583710408,3.5843416370106764,0.1291390728476821,0.18922305764411027,0.04083885209713024,0.07268170426065163,0.08830022075055187,0.11654135338345864,1.19,1.37,0.9773755656108597,0.6725978647686832,7.0,7.0,R,R,-0.33000000000000007,0.5523099466997312,-0.02824113263290677,-0.18000000000000016,0.3047777008421765,0.0,0,0
287924,2011-06-15,2011,LAD,CIN,451532.0,475243.0,3.57,3.51,3.1947826086956526,3.540909090909091,0.20930232558139536,0.2052505966587112,0.08445532435740515,0.06205250596658711,0.12484700122399021,0.14319809069212408,1.28,1.08,0.3756521739130435,0.788961038961039,5.0,5.0,R,L,0.06000000000000005,-0.34612648221343845,-0.018351089468133866,0.19999999999999996,-0.41330886504799547,0.0,0,0
287925,2011-06-15,2011,DET,CLE,207267.0,433584.0,3.23,3.77,3.523353293413174,4.226941362916007,0.15086206896551724,0.1409090909090909,0.03879310344827586,0.08181818181818182,0.11206896551724138,0.05909090909090908,1.29,1.31,0.6467065868263473,0.7274167987321711,5.0,5.0,R,R,-0.54,-0.7035880695028327,0.0529780564263323,-0.020000000000000018,-0.08071021190582384,0.0,0,0
287926,2011-06-15,2011,PHI,MIA,136880.0,434671.0,2.44,3.55,3.1281914893617024,3.4410256410256412,0.22054380664652568,0.18668252080856124,0.030211480362537766,0.08323424494649227,0.1903323262839879,0.10344827586206896,1.04,1.34,0.8617021276595745,0.46153846153846156,5.0,5.0,R,R,-1.1099999999999999,-0.3128341516639388,0.08688405042191895,-0.30000000000000004,0.400163666121113,0.0,0,0
287927,2011-06-15,2011,OAK,KCR,489189.0,460024.0,,4.81,,4.054368932038835,,0.1688888888888889,,0.08222222222222222,,0.08666666666666667,,1.43,,0.7864077669902912,7.0,6.0,L,R,,,,,,1.0,1,0
287928,2011-06-15,2011,CHC,MIL,407296.0,429780.0,3.33,4.99,3.832390745501286,4.339165009940358,0.20490367775831875,0.18922651933701656,0.12084063047285463,0.08149171270718232,0.08406304728546411,0.10773480662983424,1.45,1.38,0.48586118251928023,1.1272365805168987,5.0,5.0,R,L,-1.6600000000000001,-0.5067742644390725,-0.02367175934437013,0.07000000000000006,-0.6413753979976184,0.0,0,0
287929,2011-06-15,2011,ATL,NYM,218596.0,518716.0,2.83,2.18,4.210204081632654,4.321212121212121,0.15108695652173912,0.125,0.08043478260869565,0.11029411764705882,0.07065217391304347,0.01470588235294118,1.15,1.21,0.7871720116618076,0.5454545454545454,5.0,5.0,R,R,0.6499999999999999,-0.1110080395794677,0.05594629156010229,-0.06000000000000005,0.2417174662072622,0.0,0,0
287930,2011-06-15,2011,HOU,PIT,457918.0,450203.0,3.4,7.57,4.436641221374046,5.409205020920503,0.18716577540106952,0.1544502617801047,0.12566844919786097,0.06806282722513089,0.06149732620320855,0.08638743455497382,1.37,1.73,0.8244274809160306,1.6945606694560669,6.0,5.0,L,R,-4.17,-0.9725637995464567,-0.024890108351765264,-0.3599999999999999,-0.8701331885400363,1.0,0,0
287931,2011-06-15,2011,COL,SDP,468504.0,502009.0,3.28,2.92,3.666019417475728,3.124187725631769,0.2367066895368782,0.25267379679144386,0.10463121783876501,0.06684491978609626,0.13207547169811318,0.18582887700534761,1.27,1.08,0.6553398058252426,0.7797833935018051,5.0,5.0,R,R,0.3599999999999999,0.5418316918439592,-0.053753405307234436,0.18999999999999995,-0.1244435876765625,0.0,0,0
287932,2011-06-15,2011,ARI,SFG,434578.0,518516.0,4.47,3.0,4.695081967213115,3.7765765765765766,0.12954545454545455,0.18220338983050846,0.07272727272727272,0.05508474576271186,0.05681818181818182,0.1271186440677966,1.46,1.31,1.1065573770491803,0.8918918918918919,5.0,6.0,L,L,1.4699999999999998,0.9185053906365384,-0.07030046224961478,0.1499999999999999,0.21466548515728845,-1.0,0,0
287933,2011-06-15,2011,WSN,STL,115817.0,449072.0,3.66,2.27,4.069291338582677,4.195575221238938,0.12723214285714285,0.19543973941368079,0.07142857142857142,0.0749185667752443,0.055803571428571425,0.12052117263843648,1.32,1.08,0.6803149606299213,1.075221238938053,6.0,16.0,R,R,1.3900000000000001,-0.1262838826562609,-0.06471760120986506,0.24,-0.39490627830813185,-10.0,0,0
287934,2011-06-15,2011,NYY,TEX,467100.0,502706.0,4.5,4.08,4.485714285714286,4.141860465116279,0.14054054054054055,0.2134387351778656,0.0918918918918919,0.09486166007905138,0.04864864864864865,0.11857707509881422,1.45,1.38,0.8571428571428571,0.9418604651162791,5.0,6.0,R,L,0.41999999999999993,0.3438538205980066,-0.06992842645016557,0.07000000000000006,-0.08471760797342198,-1.0,0,0
287935,2011-06-16,2011,TOR,BAL,543819.0,425386.0,,3.83,,4.561464968152866,,0.13646788990825687,,0.05733944954128441,,0.07912844036697246,,1.16,,1.0748407643312101,,5.0,R,R,,,,,,,1,0
287936,2011-06-16,2011,TBR,BOS,456034.0,453329.0,2.72,2.33,3.540255591054313,3.7355086372360846,0.2183507549361208,0.16877637130801687,0.09175377468060394,0.09423347398030943,0.12659698025551686,0.07454289732770744,1.19,1.2,0.646964856230032,0.46641074856046066,5.0,6.0,L,R,0.3900000000000001,-0.19525304618177142,0.052054082927809414,-0.010000000000000009,0.1805541076695713,-1.0,0,0
287937,2011-06-16,2011,MIN,CHW,448147.0,279824.0,5.42,4.28,5.193788819875777,4.022503961965135,0.09826589595375723,0.11036789297658862,0.057803468208092484,0.054626532887402456,0.04046242774566475,0.05574136008918617,1.45,1.4,1.3975155279503106,0.7274167987321711,7.0,7.0,R,L,1.1399999999999997,1.171284857910642,-0.015278932343521422,0.050000000000000044,0.6700987292181395,0.0,0,0
287938,2011-06-16,2011,DET,CLE,453286.0,452676.0,3.5,4.41,3.828620102214651,4.605857740585774,0.23,0.12643678160919541,0.0875,0.09913793103448276,0.14250000000000002,0.027298850574712652,1.25,1.49,0.919931856899489,0.7343096234309623,5.0,5.0,R,R,-0.9100000000000001,-0.7772376383711235,0.11520114942528736,-0.24,0.1856222334685267,0.0,0,0
287939,2011-06-16,2011,PHI,MIA,424324.0,134320.0,3.18,5.32,2.7054945054945057,5.678813559322034,0.21945432977461446,0.17715959004392387,0.021352313167259787,0.0951683748169839,0.19810201660735466,0.08199121522693997,1.0,1.4,0.6781789638932496,1.830508474576271,5.0,5.0,L,R,-2.14,-2.9733190538275283,0.11611080138041469,-0.3999999999999999,-1.1523295106830214,0.0,0,0
287940,2011-06-16,2011,OAK,KCR,461829.0,433585.0,3.23,5.0,3.9026578073089704,4.005111821086262,0.2009400705052879,0.15192743764172337,0.10810810810810811,0.05215419501133787,0.09283196239717978,0.0997732426303855,1.31,1.36,0.6727574750830565,0.9488817891373802,5.0,6.0,L,L,-1.77,-0.10245401377729202,-0.006941280233205727,-0.050000000000000044,-0.2761243140543237,-1.0,0,0
287941,2011-06-16,2011,CHC,MIL,490063.0,425844.0,3.91,4.17,4.538762214983714,3.463636363636364,0.17543859649122806,0.1969532100108814,0.07368421052631578,0.05984766050054407,0.10175438596491228,0.13710554951033732,1.25,1.25,1.231270358306189,0.7363636363636363,5.0,5.0,R,R,-0.2599999999999998,1.0751258513473498,-0.03535116354542504,0.0,0.4949067219425527,0.0,0,0
287942,2011-06-16,2011,ATL,NYM,501985.0,285079.0,5.98,2.84,3.8885245901639345,3.7678776290630975,0.23243243243243245,0.1458625525946704,0.05945945945945946,0.05890603085553997,0.17297297297297298,0.08695652173913043,1.57,1.19,1.3278688524590165,0.6711281070745697,5.0,5.0,L,R,3.1400000000000006,0.12064696110083695,0.08601645123384255,0.3800000000000001,0.6567407453844468,0.0,0,0
287943,2011-06-16,2011,HOU,PIT,543475.0,457428.0,,4.02,,3.2418604651162792,,0.2222222222222222,,0.09477124183006536,,0.12745098039215685,,1.38,,0.5023255813953488,5.0,5.0,R,R,,,,,,0.0,1,0
287944,2011-06-16,2011,ARI,SFG,453178.0,285064.0,3.8,,4.447422680412371,,0.2074074074074074,,0.08641975308641975,,0.12098765432098765,,1.2,,1.2061855670103092,,5.0,6.0,R,R,,,,,,-1.0,0,1
287945,2011-06-16,2011,WSN,STL,458709.0,346798.0,4.65,6.55,4.588372093023256,4.53695652173913,0.1104199066874028,0.12529002320185614,0.07620528771384137,0.08120649651972157,0.03421461897356143,0.04408352668213457,1.56,1.78,0.8790697674418604,0.8804347826086957,5.0,6.0,L,R,-1.8999999999999995,0.051415571284126216,-0.00986890770857314,-0.21999999999999997,-0.0013650151668352928,-1.0,0,0
287946,2011-06-16,2011,NYY,TEX,430950.0,450351.0,,3.35,,3.685294117647059,,0.2,,0.10941176470588235,,0.09058823529411766,,1.25,,0.4411764705882353,,6.0,R,L,,,,,,,1,0
287947,2011-06-17,2011,NYM,ANA,425626.0,334492.0,3.95,3.84,4.336363636363637,3.9614879649890593,0.19424460431654678,0.14511041009463724,0.07553956834532374,0.05362776025236593,0.11870503597122303,0.09148264984227131,1.3,1.24,1.2272727272727273,0.886214442013129,5.0,6.0,L,R,0.11000000000000032,0.37487567137457756,0.027222386128951725,0.06000000000000005,0.34105828525959825,-1.0,0,0
287948,2011-06-17,2011,WSN,BAL,150302.0,502154.0,6.6,,5.773863636363637,,0.11231884057971014,,0.08695652173913043,,0.025362318840579712,,1.7,,1.3806818181818183,,7.0,9.0,R,L,,,,,,-2.0,0,1
287949,2011-06-17,2011,ARI,CHW,543339.0,429719.0,2.45,4.47,3.5041958041958043,3.978662420382166,0.22580645161290322,0.2006651884700665,0.07258064516129033,0.08647450110864745,0.15322580645161288,0.11419068736141906,1.0,1.39,0.7552447552447553,0.9028662420382165,5.0,7.0,R,R,-2.0199999999999996,-0.47446661618636155,0.03903511909019382,-0.3899999999999999,-0.1476214867934612,-2.0,0,0
287950,2011-06-17,2011,COL,DET,434628.0,519144.0,4.81,4.92,3.8247654784240153,4.435655737704918,0.18311688311688312,0.12,0.06103896103896104,0.054285714285714284,0.12207792207792209,0.06571428571428571,1.4,1.39,0.9118198874296436,0.9959016393442623,6.0,5.0,R,R,-0.11000000000000032,-0.6108902592809029,0.05636363636363638,0.010000000000000009,-0.08408175191461875,1.0,0,0
287951,2011-06-17,2011,TBR,MIA,451584.0,543272.0,4.07,,4.908333333333333,,0.15650969529085873,,0.08587257617728532,,0.07063711911357341,,1.35,,1.2857142857142858,,5.0,5.0,R,L,,,,,,0.0,0,1
287952,2011-06-17,2011,LAD,HOU,150404.0,408206.0,3.62,3.14,4.392771084337349,3.6783904619970196,0.21146496815286625,0.19230769230769232,0.05605095541401274,0.07051282051282051,0.15541401273885352,0.1217948717948718,1.08,1.24,1.487091222030981,0.804769001490313,6.0,5.0,L,R,0.48,0.7143806223403297,0.03361914094398172,-0.15999999999999992,0.682322220540668,1.0,0,0
287953,2011-06-17,2011,STL,KCR,112020.0,462956.0,3.22,5.11,3.8085106382978724,3.56,0.18472652218782248,0.20194647201946472,0.06501547987616099,0.11192214111922141,0.11971104231166149,0.09002433090024331,1.18,1.54,0.8042553191489362,0.3927272727272727,6.0,6.0,R,R,-1.8900000000000001,0.24851063829787234,0.029686711411418182,-0.3600000000000001,0.4115280464216635,0.0,0,0
287954,2011-06-17,2011,BOS,MIL,407793.0,451788.0,4.4,3.64,3.9674418604651165,3.8604095563139933,0.16774193548387098,0.20625,0.07741935483870968,0.05375,0.0903225806451613,0.1525,1.42,1.15,0.7534883720930232,1.10580204778157,6.0,5.0,R,R,0.7600000000000002,0.10703230415112319,-0.0621774193548387,0.27,-0.35231367568854677,1.0,0,0
287955,2011-06-17,2011,CHC,NYY,150277.0,150119.0,7.51,4.64,5.339130434782609,4.8878980891719745,0.17801047120418848,0.13263785394932937,0.1099476439790576,0.06706408345752608,0.06806282722513088,0.06557377049180328,1.98,1.38,1.408695652173913,1.3184713375796178,5.0,5.0,L,R,2.87,0.4512323456106344,0.0024890567333275965,0.6000000000000001,0.09022431459429514,0.0,0,0
287956,2011-06-17,2011,SEA,PHI,501381.0,400061.0,,2.76,,3.393700787401575,,0.23058542413381122,,0.06571087216248507,,0.16487455197132617,,1.03,,0.8078740157480315,6.0,5.0,R,R,,,,,,1.0,1,0
287957,2011-06-17,2011,CLE,PIT,458708.0,429781.0,4.56,5.4,4.706849315068493,4.834482758620689,0.14285714285714285,0.1794071762870515,0.06312292358803986,0.0998439937597504,0.07973421926910298,0.0795631825273011,1.25,1.49,1.2328767123287672,1.2413793103448276,5.0,5.0,R,R,-0.8400000000000007,-0.1276334435521962,0.00017103674180188322,-0.24,-0.008502598016060459,0.0,0,0
287958,2011-06-17,2011,MIN,SDP,488846.0,453385.0,2.62,3.75,3.9729591836734697,3.9338842975206614,0.14579439252336449,0.17770034843205576,0.06542056074766354,0.09059233449477352,0.08037383177570094,0.08710801393728224,1.2,1.41,0.7576530612244898,0.7140495867768596,7.0,6.0,L,L,-1.13,0.0390748861528083,-0.006734182161581295,-0.20999999999999996,0.04360347444763024,1.0,0,0
287959,2011-06-17,2011,OAK,SFG,453232.0,453311.0,,3.43,,3.270643642072214,,0.25752508361204013,,0.08472686733556299,,0.17279821627647712,,1.27,,0.7629513343799058,7.0,6.0,R,R,,,,,,1.0,1,0
287960,2011-06-17,2011,ATL,TEX,517414.0,407890.0,,3.72,,3.6676616915422886,,0.23222748815165878,,0.07701421800947868,,0.15521327014218012,,1.19,,0.9402985074626866,,6.0,R,R,,,,,,,1,0
287961,2011-06-17,2011,CIN,TOR,502190.0,457456.0,4.23,24.3,4.797590361445783,12.5,0.15066225165562913,0.08695652173913043,0.08112582781456953,0.13043478260869565,0.0695364238410596,-0.043478260869565216,1.5,3.9,1.236144578313253,5.3999999999999995,6.0,7.0,R,L,-20.07,-7.702409638554217,0.11301468471062481,-2.4,-4.163855421686747,-1.0,0,0
287962,2011-06-18,2011,NYM,ANA,460059.0,429717.0,3.66,3.91,3.9450980392156865,3.8297872340425534,0.12988505747126436,0.21730382293762576,0.07816091954022988,0.05432595573440644,0.051724137931034475,0.16297786720321933,1.38,1.27,0.5294117647058824,1.1872340425531915,5.0,5.0,R,R,-0.25,0.11531080517313308,-0.11125372927218485,0.10999999999999988,-0.6578222778473092,0.0,0,0
287963,2011-06-18,2011,WSN,BAL,519455.0,451085.0,4.94,4.3,5.974193548387097,4.173434535104365,0.2,0.1881578947368421,0.07407407407407407,0.08289473684210526,0.12592592592592594,0.10526315789473685,1.32,1.34,2.3225806451612905,0.9734345351043644,6.0,6.0,R,L,0.6400000000000006,1.8007590132827325,0.02066276803118909,-0.020000000000000018,1.349146110056926,0.0,0,0
287964,2011-06-18,2011,ARI,CHW,435043.0,433579.0,5.72,3.72,5.074213836477988,3.819718309859155,0.13150684931506848,0.1845102505694761,0.06986301369863014,0.07972665148063782,0.06164383561643834,0.10478359908883828,1.65,1.22,1.4150943396226414,0.7605633802816901,5.0,7.0,L,L,1.9999999999999996,1.2544955266188325,-0.043139763472399936,0.42999999999999994,0.6545309593409513,-2.0,0,0
287965,2011-06-18,2011,COL,DET,434622.0,457435.0,2.88,3.76,3.2225563909774437,3.354639175257732,0.23937360178970918,0.18996415770609318,0.1029082774049217,0.0931899641577061,0.13646532438478748,0.09677419354838708,1.15,1.44,0.406015037593985,0.2783505154639175,6.0,5.0,R,L,-0.8799999999999999,-0.1320827842802883,0.0396911308364004,-0.29000000000000004,0.12766452213006751,1.0,0,0
287966,2011-06-18,2011,TBR,MIA,502171.0,445060.0,,4.51,,3.980126849894292,,0.22105263157894736,,0.04962406015037594,,0.17142857142857143,,1.28,,1.3699788583509516,5.0,5.0,R,R,,,,,,0.0,1,0
287967,2011-06-18,2011,LAD,HOU,523989.0,434643.0,,3.6,,3.6256410256410256,,0.21654501216545013,,0.0827250608272506,,0.13381995133819952,,1.29,,0.7384615384615385,6.0,5.0,R,L,,,,,,1.0,1,0
287968,2011-06-18,2011,STL,KCR,150414.0,476570.0,4.22,4.27,4.344736842105263,5.2517711171662125,0.14883720930232558,0.14711359404096835,0.07906976744186046,0.0931098696461825,0.06976744186046512,0.05400372439478586,1.34,1.45,0.8881578947368421,1.3978201634877385,6.0,6.0,R,R,-0.04999999999999982,-0.9070342750609495,0.015763717465679256,-0.10999999999999988,-0.5096622687508964,0.0,0,0
287969,2011-06-18,2011,BOS,MIL,452657.0,150116.0,3.25,4.17,3.2528846153846156,4.966615146831531,0.2613240418118467,0.1517094017094017,0.09639953542392567,0.09294871794871795,0.16492450638792105,0.058760683760683746,1.2,1.39,0.6057692307692307,1.2102009273570324,6.0,5.0,L,L,-0.9199999999999999,-1.7137305314469153,0.10616382262723731,-0.18999999999999995,-0.6044316965878017,1.0,0,0
287970,2011-06-18,2011,CHC,NYY,133225.0,150359.0,3.85,5.26,4.114860681114552,4.946428571428571,0.22657952069716775,0.17490952955367914,0.09368191721132897,0.09408926417370325,0.1328976034858388,0.08082026537997589,1.32,1.51,1.044891640866873,1.205357142857143,5.0,5.0,R,R,-1.4099999999999997,-0.8315678903140196,0.0520773381058629,-0.18999999999999995,-0.1604655019902701,0.0,0,0
287971,2011-06-18,2011,SEA,PHI,433587.0,474699.0,2.27,1.38,3.163951935914553,3.2769230769230773,0.23176823176823177,0.23529411764705882,0.06993006993006994,0.0784313725490196,0.16183816183816185,0.1568627450980392,1.06,0.92,0.6128170894526035,0.6923076923076923,6.0,20.0,R,R,0.8900000000000001,-0.11297114100852435,0.00497541674012264,0.14,-0.0794906028550888,-14.0,0,0
287972,2011-06-18,2011,CLE,PIT,471911.0,430904.0,3.83,5.1,4.2522388059701495,4.300719424460432,0.20212765957446807,0.12142857142857143,0.07446808510638298,0.07380952380952381,0.1276595744680851,0.047619047619047616,1.37,1.56,1.2089552238805972,0.7284172661870503,5.0,5.0,R,L,-1.2699999999999996,-0.04848061849028262,0.08004052684903748,-0.18999999999999995,0.4805379576935469,0.0,0,0
287973,2011-06-18,2011,MIN,SDP,435044.0,431162.0,4.49,1.85,4.0806262230919765,3.139516129032258,0.20413793103448277,0.18711656441717792,0.05931034482758621,0.0736196319018405,0.14482758620689656,0.11349693251533742,1.34,1.08,1.2152641878669275,0.32661290322580644,7.0,6.0,R,R,2.64,0.9411100940597183,0.03133065369155914,0.26,0.888651284641121,1.0,0,0
287974,2011-06-18,2011,OAK,SFG,446861.0,456043.0,27.0,3.07,10.7,4.120689655172414,0.2857142857142857,0.2524630541871921,0.2857142857142857,0.11822660098522167,0.0,0.13423645320197045,6.0,1.23,0.0,0.9775862068965516,6.0,6.0,R,L,23.93,6.579310344827586,-0.13423645320197045,4.77,-0.9775862068965516,0.0,0,0
287975,2011-06-18,2011,ATL,TEX,117955.0,457448.0,4.0,4.71,4.010671256454389,5.25531914893617,0.1650485436893204,0.12921348314606743,0.07402912621359223,0.10955056179775281,0.09101941747572817,0.019662921348314613,1.37,1.52,0.8364888123924269,1.148936170212766,5.0,6.0,R,L,-0.71,-1.2446478924817814,0.07135649612741356,-0.1499999999999999,-0.31244735782033917,-1.0,0,0
287976,2011-06-18,2011,CIN,TOR,450172.0,453344.0,4.31,4.49,4.125531914893617,3.282004555808656,0.24363636363636362,0.28298887122416533,0.12727272727272726,0.10492845786963434,0.11636363636363636,0.178060413354531,1.5,1.38,0.8617021276595745,0.6765375854214123,6.0,7.0,R,R,-0.1800000000000006,0.8435273590849612,-0.061696776990894625,0.1200000000000001,0.18516454223816226,-1.0,0,0
287977,2011-06-19,2011,NYM,ANA,477003.0,543022.0,4.2,,4.219193857965451,,0.19220779220779222,,0.08051948051948052,,0.1116883116883117,,1.46,,1.0364683301343571,,5.0,7.0,L,R,,,,,,-2.0,0,1
287978,2011-06-19,2011,WSN,BAL,452733.0,499856.0,4.09,27.0,4.043520782396088,3.2,0.19701986754966888,0.0,0.11258278145695365,0.0,0.08443708609271523,0.0,1.5,3.0,0.726161369193154,0.0,27.0,5.0,L,R,-22.91,0.8435207823960882,0.08443708609271523,-1.5,0.726161369193154,22.0,0,0
287979,2011-06-19,2011,ARI,CHW,518567.0,458950.0,,4.15,,3.430769230769231,,0.1702127659574468,,0.07446808510638298,,0.09574468085106383,,1.34,,0.41538461538461535,5.0,7.0,R,R,,,,,,-2.0,1,0
287980,2011-06-19,2011,COL,DET,346871.0,434378.0,5.08,3.37,4.664751958224543,3.088558692421991,0.10839160839160839,0.23675675675675675,0.09090909090909091,0.07675675675675675,0.017482517482517473,0.16,1.56,1.16,0.7754569190600522,0.5616641901931649,6.0,5.0,R,R,1.71,1.576193265802552,-0.14251748251748253,0.40000000000000013,0.21379272886688727,1.0,0,0
287981,2011-06-19,2011,TBR,MIA,448306.0,458690.0,5.18,4.58,4.360655737704918,4.462857142857143,0.20800889877641823,0.1345646437994723,0.05672969966629588,0.079155672823219,0.15127919911012236,0.0554089709762533,1.46,1.41,1.5049180327868852,0.8742857142857143,5.0,5.0,R,R,0.5999999999999996,-0.10220140515222464,0.09587022813386906,0.050000000000000044,0.6306323185011709,0.0,0,0
287982,2011-06-19,2011,LAD,HOU,493133.0,502032.0,3.39,4.92,3.3833616298811546,4.286767895878525,0.1962962962962963,0.23133235724743778,0.05925925925925926,0.11273792093704246,0.13703703703703704,0.11859443631039532,1.16,1.48,0.6876061120543293,1.0542299349240782,6.0,5.0,R,R,-1.5299999999999998,-0.9034062659973707,0.018442600726641722,-0.32000000000000006,-0.3666238228697489,1.0,0,0
287983,2011-06-19,2011,STL,KCR,448802.0,518633.0,2.7,,3.5306122448979593,,0.18992805755395684,,0.0920863309352518,,0.09784172661870504,,1.32,,0.4959183673469387,,5.0,5.0,L,L,,,,,,0.0,0,1
287984,2011-06-19,2011,BOS,MIL,123801.0,451596.0,5.34,3.84,4.642857142857143,3.1459459459459462,0.1377049180327869,0.24906600249066002,0.05901639344262295,0.09339975093399751,0.07868852459016394,0.15566625155666253,1.35,1.37,1.2214285714285715,0.5837837837837838,5.0,5.0,R,R,1.5,1.496911196911197,-0.07697772696649859,-0.020000000000000018,0.6376447876447877,0.0,0,0
287985,2011-06-19,2011,CHC,NYY,448694.0,282332.0,4.26,3.18,4.054202401372213,3.658625525946704,0.1708185053380783,0.20309278350515464,0.07473309608540925,0.07628865979381444,0.09608540925266905,0.1268041237113402,1.4,1.19,0.8799313893653515,0.7573632538569425,5.0,5.0,R,L,1.0799999999999996,0.3955768754255087,-0.03071871445867115,0.20999999999999996,0.12256813550840906,0.0,0,0
287986,2011-06-19,2011,SEA,PHI,450306.0,430935.0,3.78,3.06,4.066782006920415,3.7894568690095847,0.14303329223181258,0.24649532710280375,0.06658446362515413,0.07126168224299065,0.07644882860665844,0.1752336448598131,1.25,1.18,0.8408304498269896,1.121405750798722,6.0,5.0,L,L,0.7199999999999998,0.2773251379108306,-0.09878481625315466,0.07000000000000006,-0.28057530097173244,1.0,0,0
287987,2011-06-19,2011,CLE,PIT,475416.0,444371.0,4.7,4.92,4.055555555555555,4.936413043478261,0.1745635910224439,0.13714285714285715,0.09102244389027432,0.05142857142857143,0.08354114713216958,0.08571428571428572,1.5,1.41,0.7,1.5407608695652173,5.0,5.0,R,R,-0.21999999999999975,-0.8808574879227056,-0.002173138582116138,0.09000000000000008,-0.8407608695652173,0.0,0,0
287988,2011-06-19,2011,MIN,SDP,434538.0,400291.0,3.62,4.96,2.777391304347826,6.108163265306123,0.24937965260545905,0.11870503597122302,0.07196029776674938,0.09712230215827339,0.1774193548387097,0.02158273381294963,1.26,1.42,0.42260869565217396,1.7908163265306123,7.0,11.0,L,R,-1.3399999999999999,-3.330771960958297,0.15583662102576007,-0.15999999999999992,-1.3682076308784383,-4.0,0,0
